       1	   1	     0	  1659	     0	   938	     2	    26	     0	     0	   105	     0	     0	   108	     0	     0	   117	     0	    71	     0	     0	    45	    23	    97	    26	     0	    20	    10	     0	     0	     0	     0	     0	     0	     0	    62	     0	     0	     0	    27	     2	     0	    45	     0	     0	    62	     2	     0	     0	     0	     0	     0	    14	     0	     0	    13	     0	     0	    43	    29	     0	     0	    21	    10	     0	     0	     8	     0	     0	     0	     7	     0	     0	     2	     0	     0	     0	    10	     0	    12	     5	    13	    10	     0	     0	     0	     0	     0	     0	     0	    12	     8	     0	     8	    27	     2	     0	     0	     0	     2	    20	     0	     6	     0	     0	    15	     0	     1	     0	    10	     0	     0	     5	     4	     1	     4	     1	    10	     9	     3	     1	     3	    18	     0	     8	     1	     0	     0	     5	     0	     0	     2	    10	    13	     0	     6	     0	     9	     3	     0	    10	     2	     0	    10	     6	     0	     0	     0	     0	     2	     0	     6	     0	     3	     7	     0	     5	     0	     3	    11	     8	     3	     0	     0	     0	     0	     0	     0	     0	     0	     1	     3	     0	     3	     6	     3	     3	     2	     1	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     1	    10	     6	     0	     7	     0	     0	     7	     0	     3	     0	     0	     0	     3	     7	     0	     2	     1	     0	     7	     2	     0	     0	     2	     2	     2	     6	     0	     0	     0	     5	     3
       1	   1	     0	   949	     0	   994	     0	    45	   205	   177	    14	     0	    25	    76	    21	     0	    50	    46	    68	     0	     0	    81	    28	   107	    45	    61	    65	    37	     0	     0	    21	     8	     0	     0	    27	     0	     0	    27	    48	     2	     7	     0	    39	     0	     0	    20	    30	     0	     0	     0	    42	     0	     0	     0	    33	    20	     0	     0	    18	     0	     1	     1	     0	     1	     0	    17	     0	     4	     0	    10	     0	     0	     0	    20	     0	    19	     8	    21	     0	     2	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	    27	     1	    22	     0	     7	     0	     3	     0	     0	     0	     3	     1	     0	     0	     8	     0	     0	     0	     0	     6	     0	     4	     8	     6	     0	    12	    22	     7	     4	     7	     0	     0	     8	    11	     6	    14	     0	     0	     7	     0	     0	     0	     6	    15	     0	     1	     0	     3	    10	     6	     8	     4	     0	     7	     7	     0	     0	     1	     2	     2	     0	     0	     0	     0	     8	     0	     0	     6	     4	    10	     1	     0	     1	     0	     0	     0	     0	     0	     0	     0	    11	     0	     0	     0	     3	     3	     3	     0	     6	     0	     5	     0	     3	     8	     0	     0	     0	     1	     3	     0	     2	     6	     6	     4	     2	     5	     9	     3	    10	     2	     2	     1	     0	     6	     7	     0	     6	     0	     1	    11	     3	     2	     0	     1	     0	     0	     1	     0	     0	     2	     6	     6
       1	   1	     0	  1483	     0	   795	     0	   218	     0	    40	    97	    76	     7	   148	    59	     0	    30	     0	    93	     0	     0	   152	     0	    82	     0	     0	     0	    23	     0	    44	     0	    20	    99	     0	    37	    19	     0	    50	    66	    48	    36	     0	    30	    10	     0	    62	     0	    13	     0	     4	    29	     0	    30	     0	     0	     0	     0	    56	     0	    26	    20	     0	     0	     0	     0	    21	     1	     0	     0	    36	     0	    25	     0	     0	     2	     0	     0	     0	    12	     0	     0	    23	     0	    23	     0	     0	     0	    18	     1	     0	    17	     0	     4	     0	     0	     0	     0	    13	    10	     4	     8	     4	     0	     7	     6	     2	     0	     2	    14	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	    19	     4	     0	     0	     0	     9	     0	     0	     1	     0	     0	     9	     0	     0	     7	     1	     0	     4	     3	     4	     0	     5	     0	     0	     0	     3	     3	     0	     3	     0	     5	     0	     1	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     2	     0	     0	     6	     0	     5	    11	     2	     0	     9	    12	     0	     9	     1	     0	     1	     1	     0	     1	     1	    10	     7	     0	     3	     0	     1	     1	     0	     0	     7	     0	     1	     0	     4	     0	     0	     0	     0	     3	     7	     7	     0	     0	     0	     7	     2	     0	     0	     0	     1	     2	     4	     2
       1	   1	     0	   960	     0	   862	     0	    62	   203	   190	    46	   152	    81	    70	     0	     0	    37	    19	    53	     0	     3	   116	     7	    84	     0	     0	     0	     0	     0	    19	    23	     0	     0	     0	     0	     0	     0	    19	     0	    29	    55	     0	     0	     0	     0	     0	     0	     0	     8	    22	     9	     0	    15	     1	    29	     0	     0	    18	     0	    37	     0	     4	    33	    17	     0	    10	     0	     0	     0	    21	     0	    20	     0	     0	     0	    11	     1	    22	     6	     7	    18	    17	    24	    25	     0	     4	     0	    27	     9	    21	     4	     8	     3	     0	     0	     0	     0	    21	     2	     0	     0	    13	     0	     0	     0	     0	     0	     9	    16	     0	     8	     0	     0	     0	     7	     0	     0	     0	     2	     0	     0	     0	     1	     0	     0	    11	     0	     0	     4	     0	     5	     0	     0	     5	     0	    10	     8	     2	     8	     9	     3	    10	     1	     2	    10	     1	     0	     0	     5	     4	     0	     0	     0	    16	     7	     2	     0	     0	     0	     0	     3	     1	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     8	     0	     5	     0	     0	     0	     0	     2	     0	     0	     1	     8	     0	     0	     0	     3	     0	     3	     4	     0	     0	     0	     2	     3	     0	     7	     1	     3	     0	     0	     3	     4	     1	     3	     5	     0	     0	     0	     0	     7	     0	     0	     2	     0	     0	     0	     1	     0	     2	     0
       1	   1	   102	  1376	     0	   807	    68	     7	     8	     0	   195	     0	     0	   142	    20	     0	    83	     4	    72	     0	     0	    20	    11	   108	    32	     0	     0	     9	     0	    18	     0	     2	    15	     0	     0	     0	    27	     0	    16	    27	     0	     0	    33	     0	     0	    67	    17	     0	     0	     0	    24	     0	     0	     6	    26	     0	     0	    42	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     3	     0	    10	     0	     0	     0	     0	     0	     9	     3	     4	     0	     0	    29	    22	    16	    12	     0	     3	    18	     0	     0	     7	    16	    25	     0	    19	     0	     0	     0	     1	     0	     0	    26	    24	     0	     0	     0	     8	     0	     6	     3	     8	     4	     0	    18	     0	    11	    10	     6	     5	     0	     0	     6	     0	     2	     0	     8	     2	     4	     0	     3	    14	     0	     1	     0	     0	     2	     2	     0	     0	     3	     0	     0	     0	    12	     0	     2	     0	     0	     0	     4	     0	     0	     3	     1	     0	     7	     0	     5	     8	     0	     0	     0	     0	     3	     0	     4	     0	     0	     6	     0	     5	     0	     5	     0	     0	     0	     0	     2	     1	     0	     0	     0	     6	     0	    11	     0	     4	     8	     0	     0	     2	     0	     2	     0	     3	     0	     4	     0	     4	     1	     0	     0	     3	     0	     0	     0	     1	     0	     4	     0	     8	     0	     0	     6	     1	     0	     9	     1	     6	     0	     6
       1	   1	     0	  1464	     0	   800	     0	     0	   160	   122	    84	    45	    35	   129	    41	    10	   133	     0	    76	     0	     0	    14	     3	   122	    26	     0	     4	    11	     0	     3	     0	    48	    52	     0	     0	    16	    20	    16	    26	    83	    37	     0	    76	     2	     0	    11	    40	     0	     0	    16	    21	     0	     0	    25	     0	     0	     0	     6	     0	     0	     0	     0	    12	     0	     3	     0	     0	     7	     0	     0	    11	     4	     0	     0	     0	     0	    15	    19	     0	     0	     0	    14	    21	    33	     0	    26	     0	    10	     1	     5	    20	    10	     4	     9	     0	    14	     1	    24	     0	     0	     0	     0	    30	     7	     0	     1	     4	     1	     0	     0	     0	     8	     1	     0	     6	    22	     0	     1	    21	     6	     0	     0	     0	     4	     6	     0	    11	     0	     8	     0	     1	     2	     1	     0	     0	     0	     0	     0	     6	     0	     1	     0	     3	     0	     7	     0	     4	     0	     8	     0	     5	     0	     0	     0	     3	     0	     3	     3	     2	     1	     0	     8	     1	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     8	     6	     1	     1	     0	     0	     0	    11	     0	     4	     3	     6	     0	     0	     0	     0	     0	     6	     6	     0	     0	     5	     0	     0	     3	     0	     0	     0	     0	     0	     0	     2	     0	     0	     0	     0	     0	     0	     5	     9	     3	     6	     0	     6
       1	   1	    58	  1517	     0	   734	     0	   291	     0	    77	   141	    51	     0	   140	     0	     0	    57	    32	    77	     0	     0	   111	     0	    94	     0	     0	    23	    72	     0	     0	     0	     0	    35	     0	    35	    34	     0	     0	    12	    20	    63	     0	    38	     3	     0	    58	    25	    13	     0	     5	     0	     0	     0	    24	     0	     0	    44	     0	     0	    31	     0	     4	    15	     0	    12	     0	    35	    23	     0	     2	    20	     0	     0	    15	    11	    12	     6	     0	     0	     0	     9	    20	     0	     0	     0	     0	     1	     0	    12	     0	     6	     4	    14	     0	     5	     0	    17	    16	     3	     7	     0	     0	     0	     7	     0	    10	     0	    24	     8	     0	    17	     5	    13	    10	     0	     0	     9	     0	     0	     0	     8	     0	     0	     0	     0	     0	    10	     0	     0	     5	     5	     4	     0	     0	     0	     0	     0	     0	     1	     0	     0	     0	    11	     1	     0	     3	     7	     0	     1	     0	     0	     0	     0	     0	     0	    10	     0	     0	     0	     2	     3	     0	     3	     8	     7	     0	     1	     0	     0	     0	     0	     6	     0	     0	     2	     0	     4	     0	     1	     0	     2	     0	     0	     0	     0	     2	     0	     2	     0	     0	     2	     3	     0	     4	     0	     0	     1	     3	     0	     5	     0	     4	     0	     3	     7	     0	     3	     0	     0	     0	     6	     1	     0	     7	     0	     0	     2	     2	     2	    11	     0	     0
       1	   1	     0	  1385	     0	   721	     0	   158	    68	     0	   140	   105	     0	   183	     0	     0	    62	    27	    45	     0	     0	   104	     0	   142	     0	     0	    95	     0	     0	     0	     2	    16	    22	    38	     8	     0	    40	    27	    67	    46	     0	     0	    11	     0	     0	    41	    22	     0	    19	    14	    17	     0	     0	     3	     0	     0	    20	    28	     9	     0	    23	     0	     0	     0	    31	     0	    43	    12	     0	     1	     5	     0	    17	     0	     0	     0	    13	     2	     0	     0	    13	    20	     0	     0	     0	     1	     0	    27	     8	     0	     0	     0	     0	     0	     4	    16	    31	     0	     0	     1	     4	    10	    18	     6	     0	     0	     7	     0	     0	     2	     0	    11	     8	     0	    15	     1	     4	     7	    10	     0	     8	     0	     0	     0	     0	     0	     0	     0	     9	     3	     5	     2	     0	     4	     0	     5	     0	     6	     0	     0	     4	     3	     8	    13	     0	     0	     7	     0	    10	     0	     0	     0	     8	     0	     0	     6	     0	     0	     0	     0	     1	     6	     1	     8	     5	     0	     0	     0	     0	     0	     0	     3	     1	     9	     1	     0	     0	     0	     0	     0	     0	     1	     1	     6	     0	     0	     2	     0	     0	     0	     0	     0	     0	     4	     0	     0	     5	     7	     0	     0	     8	     2	     0	     3	     3	     0	     0	     0	     0	     0	     3	     0	     0	     1	     5	     0	     0	     0	     5	     3	     2	     0
       2	   2	  6276	  3455	    60	    67	   208	     0	   100	    52	    10	     0	     0	    32	     0	     2	     0	     5	     0	     0	     9	     0	    13	    63	     0	     6	     0	    37	    21	     7	     0	     1	     0	     1	     0	    25	     6	    10	     0	     0	    15	     0	    13	     0	     0	    37	     0	     0	    12	     1	    32	    29	     0	     0	     0	     0	     2	     0	     9	     0	     9	     0	     0	     0	     0	     2	     0	     0	     0	     0	     9	     0	     0	    11	    12	     0	    17	    14	     8	    12	     7	     0	    14	     0	     0	    22	    23	    27	     9	     0	     0	    10	     9	     0	     0	    28	     0	     0	    11	     0	    22	    16	     2	     0	     0	     4	     0	     2	     2	    14	     0	     0	    16	     3	     0	     0	     8	     0	    11	    16	     0	     0	     0	    14	     2	     0	     0	     4	    10	     0	     2	     0	     1	     4	     1	     5	     2	     5	     0	     0	     0	     0	     0	     3	     8	     2	     0	     0	     0	     0	     0	     2	    10	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	    14	     0	     0	     1	     4	     4	     3	     7	     0	     0	     0	     6	     4	    10	     0	     9	     5	     0	     0	     3	     1	     0	     2	    10	     0	    10	     0	     0	     2	     0	     0	     5	     0	     0	     1	     0	     7	     8	     0	     2	     2	     4	     0	     0	     0	     0	     7	     0	     0	     0	     0	     5	     1	     1	     0	     8
       2	   2	  6495	  3807	   136	   106	   225	     0	    70	    58	     0	     0	    65	    62	     0	     0	     0	     0	     0	     0	     0	     0	     0	    44	     0	     0	     2	    40	    48	    37	    39	     0	    17	     0	     0	    50	    18	     4	    33	     9	    11	     0	     0	    12	     0	    15	     0	     0	    26	     0	    25	     0	     0	     0	     7	     0	     0	     1	     0	     0	    18	     0	    13	     0	    24	     9	     0	     4	    14	     6	     0	     0	     0	    13	     0	     0	     8	    10	    17	    13	    14	     0	     0	     0	     0	    11	     0	    10	    12	     0	     0	     0	     9	     0	    28	    18	     0	     6	     0	     0	    22	    10	    23	     4	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	    10	     0	     0	    25	     0	    10	     0	     2	     9	     3	     0	     0	    12	     0	     0	     8	     3	    12	    13	     0	     7	     0	     0	     2	     1	     0	     0	    12	     3	     3	     0	     1	     0	     0	     0	     0	     6	     3	     0	     0	     0	     0	     0	     2	     8	     0	     1	     0	     0	     0	     8	     4	     0	     2	     1	     0	     3	     6	     0	     2	     0	     2	     2	     2	     6	     0	     5	     0	     0	     4	     6	    10	     0	     0	     1	     0	     9	     0	     4	    10	     0	     0	     1	     0	     0	     0	     0	     5	     6	     5	     0	     3	     6	     0	     0	     0	     0	     7	     0	     0	     5	     1	     0	     5	     4	     0	     0
